110.4,2.6282904
110.1,2.65828272
109.8,2.68342872
109.5,2.70912336
109.2,2.72893536
108.9,2.78483568
108.6,2.80867104
108.3,2.81842464
108,2.83464
107.7,2.85317184
107.4,2.86121856
107.1,2.89261296
106.8,2.93424864
106.5,2.96241216
106.2,2.9632656
105.9,2.9772864
105.6,3.00093888
105.3,3.03471072
105,3.06528216
104.7,3.07826664
104.4,3.09911496
104.1,3.08948328
103.8,3.11365392
103.5,3.13523376
103.2,3.0850332
102.9,3.06647088
102.6,3.07396896
102.3,3.07244496
102,3.07500528
101.7,3.0653736
101.4,3.057906
101.1,3.05205384
100.8,3.04108104
100.5,3.02526192
100.2,3.00048168
99.9,2.98816776
99.6,2.98972224
99.3,2.99127672
99,2.99578776
98.7,3.0009084
98.4,3.00615096
98.1,3.01297848
97.8,3.01709328
97.5,3.01124112
97.2,3.00709584
96.9,3.00310296
96.6,2.99950632
96.3,2.99615352
96,2.99319696
95.7,2.9905452
95.4,2.98801536
95.1,2.98548552
94.8,2.98295568
94.5,2.98042584
94.2,2.9789628
93.9,2.98057824
93.6,2.9823156
93.3,2.98603416
93,2.990088
92.7,2.99353224
92.4,2.99886624
92.1,3.00228
91.8,3.00465744
91.5,3.0004512
91.2,2.99289216
90.9,2.98356528
90.6,3.00630336
90.3,3.02065944
90,2.98731432
89.7,2.98508928
89.4,3.03111408
89.1,3.10960008
88.8,3.18339216
88.5,3.21646296
88.2,3.24386448
87.9,3.26769984
87.6,3.33454248
87.3,3.37666584
87,3.38523072
86.7,3.42086184
86.4,3.44067384
86.1,3.355086
85.8,3.28013568
85.5,3.24770496
85.2,3.24343776
84.9,3.19668144
84.6,3.14821824
84.3,3.10700928
84,3.05955192
83.7,3.0185868
83.4,3.01364904
83.1,3.03102264
82.8,3.02782224
82.5,3.0179772
82.2,3.00115224
81.9,2.99782992
81.6,2.98319952
81.3,3.07674264
81,3.19585848
80.7,3.25779384
80.4,3.31213968
80.1,3.35792064
79.8,3.4171128
79.5,3.4521648
79.2,3.50696784
78.9,3.57566976
78.6,3.63446568
78.3,3.6508944
78,3.71953536
77.7,3.85276344
77.4,3.95606016
77.1,4.02326856
76.8,4.0189404
76.5,4.02345144
76.2,4.05609552
75.9,4.14518856
75.6,4.28237904
75.3,4.40183016
75,4.46315592
74.7,4.52347584
74.4,4.57456032
74.1,4.60991712
73.8,4.68532464
73.5,4.75570296
73.2,4.8426624
72.9,4.90429296
72.6,4.93480344
72.3,4.93276128
72,4.95104928
71.7,4.98040152
71.4,4.95403632
71.1,4.91377224
70.8,4.8892968
70.5,4.94772696
70.2,4.94458752
69.9,4.84598472
69.6,4.75859856
69.3,4.60769208
69,4.52768208
68.7,4.52054976
68.4,4.53838056
68.1,4.53103488
67.8,4.5233844
67.5,4.51326504
67.2,4.50610224
66.9,4.47806064
66.6,4.47927984
66.3,4.4791884
66,4.48202304
65.7,4.48052952
65.4,4.466844
65.1,4.37576976
64.8,4.25967144
64.5,4.13406336
64.2,4.11763464
63.9,4.1164764
63.6,4.07950416
63.3,4.06972008
63,4.05761952
62.7,4.07554176
62.4,4.0844724
62.1,4.02622512
61.8,4.01936712
61.5,3.98611344
61.2,3.94798296
60.9,3.93637008
60.6,3.94374624
60.3,3.88854696
60,3.83932176
59.7,3.79744224
59.4,3.7616892
59.1,3.70740432
58.8,3.64879128
58.5,3.54643944
58.2,3.52534728
57.9,3.4908744
57.6,3.44966544
57.3,3.44506296
57,3.42906096
56.7,3.4029396
56.4,3.39172296
56.1,3.37050888
55.8,3.33030576
55.5,3.30202032
55.2,3.27815448
54.9,3.25681848
54.6,3.22841112
54.3,3.21097656
54,3.19256664
53.7,3.17132208
53.4,3.15882528
53.1,3.1403544
52.8,3.12608976
52.5,3.12453528
52.2,3.1153608
51.9,3.11456832
51.6,3.12791856
51.3,3.12035952
51,3.119628
50.7,3.12834528
50.4,3.13160664
50.1,3.13008264
49.8,3.16918848
49.5,3.17961264
49.2,3.17930784
48.9,3.21079368
48.6,3.24355968
48.3,3.26187816
48,3.28181208
47.7,3.32103984
47.4,3.38062824
47.1,3.45009216
46.8,3.50157288
46.5,3.51275904
46.2,3.52482912
45.9,3.5551872
45.6,3.57999792
45.3,3.57999792
45,3.54555552
44.7,3.52586544
44.4,3.48877128
44.1,3.43686384
43.8,3.42125808
43.5,3.369564
43.2,3.32847696
42.9,3.28449432
42.6,3.27742296
42.3,3.2459676
42,3.21012312
41.7,3.18284352
41.4,3.15983112
41.1,3.18016128
40.8,3.19899792
40.5,3.26718168
40.2,3.28135488
39.9,3.28903584
39.6,3.2762952
39.3,3.24453504
39,3.21765168
38.7,3.18738504
38.4,3.13093608
38.1,3.06330096
37.8,2.97664632
37.5,2.8876752
37.2,2.82327096
36.9,2.7075384
36.6,2.68080744
36.3,2.64816336
36,2.618232
35.7,2.59601208
35.4,2.56769616
35.1,2.53489968
34.8,2.50944888
34.5,2.43882672
34.2,2.4310848
33.9,2.41678968
33.6,2.39304576
33.3,2.34354624
33,2.29447344
32.7,2.24235264
32.4,2.2201632
32.1,2.20525848
31.8,2.16383616
31.5,2.1209508
31.2,2.05837536
30.9,2.00509632
30.6,2.01573384
30.3,2.00189592
30,1.99296528
29.7,1.98342504
29.4,1.96711824
29.1,1.964436
28.8,1.94809872
28.5,1.93904616
28.2,1.94008248
27.9,1.94471544
27.6,1.94425824
27.3,1.9432524
27,1.97668896
26.7,2.00366376
26.4,2.01448416
26.1,2.02076304
25.8,2.01591672
25.5,2.01299064
25.2,2.00433432
24.9,1.98327264
24.6,1.96541136
24.3,1.95718176
24,1.94364864
23.7,1.92200784
23.4,1.8850356
23.1,1.88619384
22.8,1.84196736
22.5,1.83206136
22.2,1.82480712
21.9,1.80481224
21.6,1.7506188
21.3,1.67521128
21,1.69563288
20.7,1.6881348
20.4,1.640586
20.1,1.60163256
19.8,1.56655008
19.5,1.54253184
19.2,1.51540464
18.9,1.4738604
18.6,1.45407888
18.3,1.44889728
18,1.45304256
17.7,1.44773904
17.4,1.44021048
17.1,1.4276832
16.8,1.4186916
16.5,1.41905736
16.2,1.40579856
15.9,1.3912596
15.6,1.3466064
15.3,1.35715248
15,1.32972048
14.7,1.327404
14.4,1.30981704
14.1,1.28098296
13.8,1.24833888
13.5,1.1844528
13.2,1.16293392
12.9,1.14967512
12.6,1.14873024
12.3,1.13342928
12,1.1088624
11.7,1.08088176
11.4,1.06539792
11.1,1.0632948
10.8,1.027938
10.5,0.97441512
10.2,0.93540072
9.9,0.91220544
9.6,0.92540328
9.3,0.8959596
9,0.88736424
8.7,0.89909904
8.4,0.87886032
8.1,0.84959952
7.8,0.81424272
7.5,0.78763368
7.2,0.78101952
6.9,0.76635864
6.6,0.74520552
6.3,0.7161276
6,0.70829424
5.7,0.7112508
5.4,0.69415152
5.1,0.65132712
4.8,0.5858256
4.5,0.55964328
4.2,0.58219848
3.9,0.56836056
3.6,0.55327296
3.3,0.54784752
3,0.53026056
2.7,0.49709832
2.4,0.48094392
2.1,0.45896784
1.8,0.40724328
1.5,0.39453312
1.2,0.39172896
0.9,0.38865048
0.6,0.38615112
0.3,0.36356544
0,0.35359848
-0.3,0.32714184
-0.6,0.29196792
-0.9,0.273558
-1.2,0.26438352
-1.5,0.26438352
-1.8,0.26438352
-2.1,0.26407872
-2.4,0.2458212
-2.7,0.2279904
-3,0.22070568
-3.3,0.20473416
-3.6,0.18202656
-3.9,0.18132552
-4.2,0.17050512
-4.5,0.15825216
-4.8,0.15002256
-5.1,0.13752576
-5.4,0.12204192
-5.7,0.11503152
-6,0.11503152
-6.3,0.11067288
-6.6,0.10101072
-6.9,0.07888224
-7.2,0.06626352
-7.5,0.06626352
-7.8,0.06626352
-8.1,0.0603504
-8.4,0.04959096
-8.7,0.0440436
-9,0.04056888
-9.3,0.03218688
-9.6,0.02368296
-9.9,0.0079248
-10.2,-0.00362712
-10.5,0.00070104
-10.8,0.00018288
-11.1,0.00481584
-11.4,0.00347472
-11.7,-0.0018288
-12,-0.0082296
-12.3,-0.02950464
-12.6,-0.03447288
-12.9,-0.03334512
-13.2,-0.047244
-13.5,-0.0509016
-13.8,-0.03553968
-14.1,-0.03182112
-14.4,-0.03877056
-14.7,-0.04136136
-15,-0.04764024
-15.3,-0.06211824
-15.6,-0.06589776
-15.9,-0.06117336
-16.2,-0.05919216
-16.5,-0.06672072
-16.8,-0.07906512
-17.1,-0.07754112
-17.4,-0.07446264
-17.7,-0.09137904
-18,-0.089154
-18.3,-0.1053084
-18.6,-0.11890248
-18.9,-0.11701272
-19.2,-0.12012168
-19.5,-0.13612368
-19.8,-0.15051024
-20.1,-0.1490472
-20.4,-0.1487424
-20.7,-0.16117824
-21,-0.18367248
-21.3,-0.1840992
-21.6,-0.20196048
-21.9,-0.23506176
-22.2,-0.23579328
-22.5,-0.23417784
-22.8,-0.24326088
-23.1,-0.25462992
-23.4,-0.27252168
-23.7,-0.29434536
-24,-0.31738824
-24.3,-0.34037016
-24.6,-0.3515868
-24.9,-0.3471672
-25.2,-0.3456432
-25.5,-0.36777168
-25.8,-0.36100512
-26.1,-0.3762756
-26.4,-0.38636448
-26.7,-0.40373808
-27,-0.39992808
-27.3,-0.4102608
-27.6,-0.42284904
-27.9,-0.42620184
-28.2,-0.43421808
-28.5,-0.45692568
-28.8,-0.47055024
-29.1,-0.49097184
-29.4,-0.477012
-29.7,-0.48094392
-30,-0.51087528
-30.3,-0.57107328
-30.6,-0.6478524
-30.9,-0.6579108
-31.2,-0.66604896
-31.5,-0.6729984
-31.8,-0.66098928
-32.1,-0.64565784
-32.4,-0.62999112
-32.7,-0.61298328
-33,-0.5961888
-33.3,-0.61697616
-33.6,-0.63020448
-33.9,-0.64559688
-34.2,-0.65498472
-34.5,-0.65967864
-34.8,-0.66059304
-35.1,-0.67549776
-35.4,-0.67769232
-35.7,-0.68141088
-36,-0.70619112
-36.3,-0.75502008
-36.6,-0.79726536
-36.9,-0.8398764
-37.2,-0.88672416
-37.5,-0.92214192
-37.8,-0.94936056
-38.1,-0.96847152
-38.4,-0.9371076
-38.7,-0.96420432
-39,-0.96767904
-39.3,-0.97115376
-39.6,-1.01245416
