134.2578711,1.69968672
134.0329835,1.71568872
133.808096,1.74245016
133.5832084,1.78500024
133.3583208,1.86363864
133.1334333,1.92456816
132.9085457,1.97748144
132.6836582,2.0445984
132.4587706,2.04843888
132.2338831,2.02378056
132.0089955,2.02347576
131.7841079,2.02411584
131.5592204,2.02990704
131.3343328,2.03466192
131.1094453,2.04087984
130.8845577,2.00448672
130.6596702,1.97803008
130.4347826,1.93148712
130.2098951,1.8880836
129.9850075,1.87613544
129.7601199,1.86470544
129.5352324,1.84879488
129.3103448,1.85763408
129.0854573,1.86330336
128.8605697,1.86632088
128.6356822,1.86449208
128.4107946,1.86315096
128.185907,1.86625992
127.9610195,1.85879232
127.7361319,1.83556656
127.5112444,1.83303672
127.2863568,1.8301716
127.0614693,1.81612032
126.8365817,1.80536088
126.6116942,1.80600096
126.3868066,1.81240176
126.161919,1.81057296
125.9370315,1.80840888
125.7121439,1.80676296
125.4872564,1.8121884
125.2623688,1.81932072
125.0374813,1.83065928
124.8125937,1.83818784
124.5877061,1.8327624
124.3628186,1.81575456
124.137931,1.81474872
123.9130435,1.82886096
123.6881559,1.83288432
123.4632684,1.84852056
123.2383808,1.85565288
123.0134933,1.86001152
122.7886057,1.87351416
122.5637181,1.89049152
122.3388306,1.90899288
122.113943,1.91524128
121.8890555,1.92005712
121.6641679,1.91563752
121.4392804,1.921002
121.2143928,1.92276984
120.9895052,1.92212976
120.7646177,1.94057016
120.5397301,1.94562984
120.3148426,1.99500744
120.089955,2.02359768
119.8650675,2.05855824
119.6401799,2.06794608
119.4152924,2.07931512
119.1904048,2.1035772
118.9655172,2.14567008
118.7406297,2.2232112
118.5157421,2.34744768
118.2908546,2.44653816
118.065967,2.52346968
117.8410795,2.56830576
117.6161919,2.5787604
117.3913043,2.57772408
117.1664168,2.57394456
116.9415292,2.58281424
116.7166417,2.59006848
116.4917541,2.57065272
116.2668666,2.5792176
116.041979,2.61286752
115.8170915,2.59726176
115.5922039,2.5897332
115.3673163,2.5833324
115.1424288,2.54977392
114.9175412,2.53541784
114.6926537,2.53581408
114.4677661,2.53712472
114.2428786,2.5415748
114.017991,2.54349504
113.7931034,2.54209296
113.5682159,2.5411176
113.3433283,2.53697232
113.1184408,2.53514352
112.8935532,2.53398528
112.6686657,2.50216416
112.4437781,2.50518168
112.2188906,2.51792232
111.994003,2.511552
111.7691154,2.52148848
111.5442279,2.53282704
